-1.71582	-14.3558
-3.64263	-10.4879
-11.0727	-7.10617
-5.02195	4.09738
-1.25437	-4.7787
6.14691	0.412204
-1.43017	-2.74928
-9.68883	-0.423656
-5.26595	-5.1019
-0.923204	2.14629
-4.78013	-22.0184
-22.2829	-17.902
-19.984	-0.303007
4.80868	-4.16995
-21.8196	3.32455
5.7091	-16.5225
-13.0464	-4.76345
-0.191553	-3.11431
-8.76414	-17.0591
-16.3951	5.24502
3.9853	-6.22611
-16.3205	-2.05885
-2.2725	-6.31712
-5.84489	-5.31504
-7.01285	-14.6374
-13.6587	-0.605654
3.18037	-17.0815
-22.6162	-0.992281
0.725743	-33.0896
-32.0996	-7.85598
-8.19515	3.07385
4.33141	-17.1812
-20.3865	-5.13682
-2.27847	-15.1137
-7.07953	-6.45431
-2.8464	10.673
4.94765	-15.3616
-15.6613	-16.5014
-18.617	-0.490722
2.6991	-29.7538
-35.6825	-7.64288
-5.58349	-2.16635
-3.06889	-8.38446
-8.55184	4.55894
1.26735	5.65927
3.73901	-8.99164
-9.56051	-0.380582
2.6736	-5.05097
-7.21922	-10.1344
-9.95848	-20.0346
-20.8948	0.755988
1.82467	-3.02983
-2.10733	-30.6638
-34.7892	-12.6836
-9.56855	-13.643
-22	-11.7335
-19.075	-9.10787
2.10006	-13.9368
-17.9278	1.85577
2.85619	-19.3026
-19.6678	0.812096
-4.27383	-3.77644
-3.36428	-10.9189
-11.2124	-18.8981
-20.3559	-2.80195
-2.20699	-15.0683
-16.5178	-14.4292
-16.4779	1.64532
4.05362	-1.82039
-3.44612	-11.0729
-10.4124	1.14668
3.3061	-9.1599
-10.0967	-5.63744
-2.62157	-1.08526
-3.397	-10.8155
-13.1075	-14.3225
-11.6549	-0.503594
-5.1064	-7.05955
-8.00337	-23.2358
-22.8021	-13.1176
-14.2178	-3.80817
-5.30294	-6.47525
-5.03085	-11.4723
-8.92124	-0.717124
-9.80542	-0.793379
-2.71046	-13.9553
-9.88154	-4.20985
-5.59006	-3.91936
-1.59211	-11.4689
-14.6512	-1.61833
-0.882517	-0.980246
-6.65151	-7.45829
-7.62145	-7.69037
-3.76999	-6.59348
-7.17295	-4.04397
-1.65669	0.82814
3.52533	-7.26449
-10.9443	-1.07943
-8.31971	-0.242969
-4.87616	-14.3246
-10.6532	-2.39205
6.54788	-17.2095
-12.0722	-15.6518
-15.853	1.81842
0.0965927	-22.6815
-18.5515	-5.50044
-6.93135	-9.09424
-6.68992	-6.15275
-10.9628	-7.67669
-7.2024	-10.6094
-7.12696	-2.20573
-7.94883	-7.89321
-6.36263	8.84208
8.43013	-0.9294
0.0642901	-32.5342
-32.9911	-3.18097
-6.12219	-11.4495
-0.555781	-8.48783
-18.5215	-5.21265
0.991838	-4.86057
-6.64312	-2.80638
0.683454	5.05317
3.21111	3.49962
1.49639	-5.33643
-1.18755	2.42717
1.75702	8.47726
2.13863	0.506645
4.18607	-13.6238
-12.9096	-12.0753
-13.6422	0.278052
3.82676	-22.3161
-8.35957	-17.0458
-10.9007	-12.5084
-1.82603	-0.456476
1.10271	-6.08825
-5.40901	0.11604
-0.88431	-7.2514
-8.31378	-12.838
-11.9216	2.86661
4.29987	-5.0775
-2.14622	-14.03
-11.8415	-21.9154
-24.3842	-10.7754
-8.56478	-4.14206
-0.189407	-1.17986
-2.43875	-8.39964
-8.66914	1.42012
-0.512808	-2.03883
2.45711	-19.2128
-17.3484	-10.3731
-9.09139	-1.54449
0.43719	5.66836
4.04301	-1.18204
-1.26825	-8.41853
-9.69691	-10.7398
-9.1094	2.31032
1.40413	-8.25484
-9.53408	-3.81839
-4.15906	-14.992
-12.6407	-0.235799
0.822057	-11.1031
-12.1041	-12.5297
-13.4747	-13.0861
-11.6736	-8.52796
-8.02274	0.321878
-5.55071	-13.7273
-8.54089	-8.7913
-6.51502	-23.5781
-34.3173	-6.78434
-9.86438	1.18621
6.94455	-0.816902
-4.38219	-12.4126
-9.076	-3.56748
-6.37066	-6.87871
-3.96789	-6.48326
-6.69987	-16.0575
-20.4316	-6.26721
-3.74567	-1.66618
4.23539	-1.24663
-1.71649	-14.9946
-16.883	-18.43
-19.4555	2.14253
-2.86872	-4.21127
-1.73718	-3.22389
-2.33536	1.41386
-3.79926	-15.9663
-13.2422	-9.92766
-1.90887	2.34241
-2.30121	-6.82835
-6.66912	-4.39372
-2.20578	-3.15011
-7.87748	-4.73941
-1.89004	-10.4969
-3.79505	-8.48092
-2.80002	-3.47151
-4.72311	-7.56368
-5.90814	-1.99046
-6.374	-9.55556
-10.7291	-2.49267
3.56192	4.68585
2.63069	-19.6101
-26.0428	-16.6326
-7.56139	-2.1165
-3.39553	-27.8366
-25.0168	-15.4836
-19.9315	6.17568
1.66356	1.69208
-0.0406447	5.10136
-1.33676	-14.7454
-13.3074	2.88094
0.879066	-18.5809
-14.8668	2.70881
4.99834	3.05773
-1.8858	-14.0395
-12.8697	-14.9964
-13.8127	-4.15177
-2.10136	-32.1886
-31.6577	-12.4467
-9.86754	-12.2682
-16.3995	-7.7869
-8.30326	-9.87434
-8.71748	3.39388
3.23207	-10.2753
-9.28178	1.75562
1.9994	-4.24451
-3.54526	-4.77798
-5.95154	-20.4538
-19.3163	-13.5182
-16.2079	-6.68068
